LongStationName,StationNumber,SampleCode,CollectionDate,Analyte,Result,SampleType
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0722B0744,2022-07-05 12:56:00,Field Turbidity,21.51,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0722B0744,2022-07-05 12:56:00,Field Water Temperature,24.435,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0722B0744,2022-07-05 12:56:00,Field pH,8.09,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0822B0832,2022-08-08 11:52:00,Field Dissolved Oxygen,7.07,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0822B0832,2022-08-08 11:52:00,Field Specific Conductance,195.9,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0822B0832,2022-08-08 11:52:00,Field Turbidity,15.26,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0822B0832,2022-08-08 11:52:00,Field Water Temperature,23.593,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0822B0832,2022-08-08 11:52:00,Field pH,7.69,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0922B0921,2022-09-06 08:28:00,Field Dissolved Oxygen,6.68,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0922B0921,2022-09-06 08:28:00,Field Specific Conductance,221.3,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0922B0921,2022-09-06 08:28:00,Field Turbidity,14.46,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0922B0921,2022-09-06 08:28:00,Field Water Temperature,25.099,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0922B0921,2022-09-06 08:28:00,Field pH,7.56,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1022B0998,2022-10-03 11:17:00,Field Dissolved Oxygen,7.12,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1022B0998,2022-10-03 11:17:00,Field Specific Conductance,236.8,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1022B0998,2022-10-03 11:17:00,Field Turbidity,21.08,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1022B0998,2022-10-03 11:17:00,Field Water Temperature,20.683,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1022B0998,2022-10-03 11:17:00,Field pH,7.57,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1122B1186,2022-11-07 11:17:00,Field Dissolved Oxygen,7.68,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1122B1186,2022-11-07 11:17:00,Field Specific Conductance,321.2,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1122B1186,2022-11-07 11:17:00,Field Turbidity,19.04,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1122B1186,2022-11-07 11:17:00,Field Water Temperature,13.376,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1122B1186,2022-11-07 11:17:00,Field pH,7.46,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1122B1240,2022-11-28 14:13:00,Field Dissolved Oxygen,9.84,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1122B1240,2022-11-28 14:13:00,Field Specific Conductance,436.8,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1122B1240,2022-11-28 14:13:00,Field Turbidity,4.67,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1122B1240,2022-11-28 14:13:00,Field Water Temperature,10.245,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF1122B1240,2022-11-28 14:13:00,Field pH,7.56,Normal Sample
